"ViolationID","BuildingID","RegistrationID","BoroID","Borough","HouseNumber","LowHouseNumber","HighHouseNumber","StreetName","StreetCode","Postcode","Apartment","Story","Block","Lot","Class","InspectionDate","ApprovedDate","OriginalCertifyByDate","OriginalCorrectByDate","NewCertifyByDate","NewCorrectByDate","CertifiedDate","OrderNumber","NOVID","NOVDescription","NOVIssuedDate","CurrentStatusID","CurrentStatus","CurrentStatusDate","NovType","ViolationStatus","RentImpairing","Latitude","Longitude","CommunityBoard","CouncilDistrict","CensusTract","BIN","BBL","NTA"
"16235714","417227","405743","4","QUEENS","34-15","34-15","34-15","31 AVENUE","7990","11106","6I","6","626","1","B","09/18/2023","09/18/2023","11/07/2023","10/24/2023",,,,"566","8644361","HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF VERMIN FLIES IN THE ENTIRE APARTMENT LOCATED AT APT 6I, 6th STORY, 1st APARTMENT FROM NORTH AT EAST","09/19/2023","22","FIRST NO ACCESS TO RE- INSPECT VIOLATION","12/23/2025","Original","Open","N","40.763113","-73.920875","1","22","63","4009057","4006260001","Astoria (Central)"
"16890589","662512","413280","4","QUEENS","217-88","217-88","217-88","HEMPSTEAD AVENUE","49190","11429",,,"11106","33","A","04/15/2024","04/15/2024","08/02/2024","07/19/2024",,,,"1507","9098302","(A) § HMC:FILE ANNUAL BEDBUG REPORT IN ACCORDANCE WITH HPD RULE AS DESCRIBED ON THE BACK OF THIS NOTICE OF VIOLATION OR AS DESCRIBED ON HPDS WEBSITE, WWW.NYC.GOV\HPD, SEARCH BED BUGS.","04/15/2024","2","NOV SENT OUT","04/15/2024","Original","Open","N","40.714107","-73.738556","13","27","540","4239321","4111060033","Queens Village"
"17175336","417170","401676","4","QUEENS","30-01","30-01","30-03","31 AVENUE","7990","11106",,"1","591","23","A","08/07/2024","08/07/2024","11/25/2024","11/11/2024",,,,"700","9280696","§ 27-2045 ADM CODE POST A PROPER NOTICE OF SMOKE DETECTOR REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, AT OR NEAR THE MAIL BOX AT PUBLIC HALL, 1st STORY","08/08/2024","2","NOV SENT OUT","08/08/2024","Original","Open","N","40.764674","-73.924130","1","22","63","4007608","4005910023","Astoria (Central)"
"12047735","400564","403792","4","QUEENS","35-50","35-50","35-50","9 STREET","5540","11106",,"1","328","44","A","11/01/2017","11/03/2017","02/23/2018","02/09/2018",,,,"1506","5888670","§ 27-2005 HMC: POST, IN A FORM APPROVED BY THE COMMISSIONER, AND MAINTAIN A NOTICE IN A COMMON AREA OF THE BUILDING REGARDING THE PROCEDURES THAT SHOULD BE FOLLOWED WHEN A GAS LEAK IS SUSPECTED AT PUBLIC HALL, 1st STORY","11/06/2017","28","INVALID CERTIFICATION","02/20/2018","Original","Open","N","40.762546","-73.941091","1","22","39","4003921","4003280044","Queensbridge-Ravenswood-Dutch Kills"
"15117046","417719","924465","4","QUEENS","23-44","23-44","23-44","31 DRIVE","8040","11106","CC","0","567","43","B","04/15/2022","04/21/2022","06/10/2022","05/27/2022",,,,"1061","7885109","§ 27-2087 ADM CODE - DISCONTINUE USE OF ROOMS FOR LIVING, DISCONNECT PLUMBING FIXTURES WHERE ILLEGAL AND PROPERLY SEAL PIPE CONNECTIONS KITCHEN SINK, WATER CLOSET, WASH BASIN, AND BATHTUB IN THE ENTIRE APARTMENT LOCATED AT CELLAR APT CC","04/22/2022","22","FIRST NO ACCESS TO RE- INSPECT VIOLATION","10/31/2023","Original","Open","N","40.765168","-73.929295","1","22","75","4430884","4005670043","Astoria (Central)"
"15117058","417719","924465","4","QUEENS","23-44","23-44","23-44","31 DRIVE","8040","11106",,"0","567","43","B","04/15/2022","04/21/2022","06/10/2022","05/27/2022",,,,"1492","7885109","§ 9, 170, 171, 300, 301, 302 M.D.LAW-FILE PLANS AND APPLICATION AND OBTAIN A CERTIFICATE OF OCCUPANCY TO LEGALIZE THE CONVERSION FROM A PRIVATE DWELLING TO MULTIPLE DWELLING USE IF LAWFULLY FEASIBLE OR RESTORE TO LAWFUL OCCUPANCY","04/22/2022","22","FIRST NO ACCESS TO RE- INSPECT VIOLATION","10/31/2023","Original","Open","N","40.765168","-73.929295","1","22","75","4430884","4005670043","Astoria (Central)"
"16743934","415609","402764","4","QUEENS","33-18","33-18","33-18","29 STREET","7740","11106",,"0","582","7","A","03/14/2024","03/14/2024","07/02/2024","06/18/2024",,,,"500","8989021","§ 26-1103 ADMIN. CODE: POST AND MAINTAIN A PROPER NOTICE ON WALL OF THE ENTRANCE STORY IN ENGLISH AND SPANISH ON THE AVAILABILITY OF THE AGENCYS HOUSING INFORMATION GUIDE. A SAMPLE NOTICE CAN BE FOUND AT WWW.NYC.GOV/HPD.","03/15/2024","2","NOV SENT OUT","03/15/2024","Original","Open","N","40.761635","-73.927880","1","22","53","4007211","4005820007","Astoria (Central)"
"16515128","421777","407747","4","QUEENS","32-20","32-20","32-20","34 STREET","8540","11106","2F","2","621","44","B","12/12/2023","12/12/2023","01/31/2024","01/17/2024",,,,"1503","8845587","§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 2F, 2nd STORY, 2nd APARTMENT FROM NORTH AT EAST","12/13/2023","2","NOV SENT OUT","12/13/2023","Original","Open","N","40.760479","-73.923308","1","22","59","4008774","4006210044","Astoria (Central)"
"16515129","421777","407747","4","QUEENS","32-20","32-20","32-20","34 STREET","8540","11106","2F","2","621","44","B","12/12/2023","12/12/2023","01/31/2024","01/17/2024",,,,"702","8845587","§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 2F, 2nd STORY, 2nd APARTMENT FROM NORTH AT EAST","12/13/2023","2","NOV SENT OUT","12/13/2023","Original","Open","N","40.760479","-73.923308","1","22","59","4008774","4006210044","Astoria (Central)"
"13643270","417719","924465","4","QUEENS","23-44","23-44","23-44","31 DRIVE","8040","11106","1R","0","567","43","B","03/09/2020","03/10/2020","04/29/2020","04/15/2020",,,,"550","6853568","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 10 SQUARE FEET AT CEILING IN THE PRIVATE HALLWAY LOCATED AT CELLAR APT 1R, SECTION ''REAR''","03/11/2020","22","FIRST NO ACCESS TO RE- INSPECT VIOLATION","10/31/2023","Original","Open","N","40.765168","-73.929295","1","22","75","4430884","4005670043","Astoria (Central)"
"16914681","415718","400142","4","QUEENS","36-05","36-01","36-05","29 STREET","7740","11106",,"4","342","18","C","04/17/2024","04/18/2024","05/02/2024","04/25/2024",,,,"506","9121646","§ 27-2005 ADM CODE REPLACE WITH NEW THE MISSING FIRE RATED SELF CLOSING DOORS AT PUBLIC HALL, 4th STORY","04/19/2024","2","NOV SENT OUT","04/19/2024","Original","Open","N","40.757059","-73.931559","1","26","51","4004139","4003420018","Queensbridge-Ravenswood-Dutch Kills"
"16750531","403294","413830","4","QUEENS","31-25","31-25","31-25","14 STREET","6090","11106","2","2","532","23","B","03/16/2024","03/16/2024","05/06/2024","04/22/2024",,,,"702","8992224","§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 2, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST","03/18/2024","2","NOV SENT OUT","03/18/2024","Original","Open","N","40.767630","-73.932516","1","22","77","4005856","4005320023","Old Astoria-Hallets Point"
"17822241","417798","407082","4","QUEENS","23-30","23-30","23-30","31 ROAD","8090","11106","B2","2","568","31","B","04/12/2025","04/12/2025","06/02/2025","05/19/2025",,,,"583","9713281","§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING AND NORTH WALL IN THE BATHROOM LOCATED AT APT B2, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST","04/14/2025","2","NOV SENT OUT","04/14/2025","Original","Open","N","40.765780","-73.928803","1","22","75","4006621","4005680031","Astoria (Central)"
"16529188","416843","401225","4","QUEENS","34-08","34-02","34-12","30 STREET","7940","11106","B33","3","585","29","A","12/18/2023","12/18/2023","04/06/2024","03/23/2024",,,,"501","8853820","§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE INTERCOM TELECOMMUNICATION SYSTEM FROM WEST WALL TO BUILDING ENTRANCE IN THE ENTRANCE LOCATED AT APT B33, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION ''B'', AT EAST","12/19/2023","2","NOV SENT OUT","12/19/2023","Original","Open","N","40.759733","-73.928319","1","22","53","4007355","4005850029","Astoria (Central)"
"16529197","416843","401225","4","QUEENS","34-08","34-02","34-12","30 STREET","7940","11106","A34","3","585","29","B","12/18/2023","12/18/2023","02/06/2024","01/23/2024",,,,"508","8853826","§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING IN THE BATHROOM LOCATED AT APT A34, 3rd STORY, 2nd APARTMENT FROM NORTH AT EAST , SECTION ''A'', AT WEST","12/19/2023","2","NOV SENT OUT","12/19/2023","Original","Open","N","40.759733","-73.928319","1","22","53","4007355","4005850029","Astoria (Central)"
"18177248","421895","401204","4","QUEENS","36-63","36-63","36-63","34 STREET","8540","11106",,"0","634","7","B","08/21/2025","08/21/2025","10/10/2025","09/26/2025",,,,"539","9962485","§ 27-2005, 2007 ADM CODE AND DEPT. RULES AND REGULATIONS. REMOVE THE ENCUMBRANCE OBSTRUCTING EGRESS FROM FIRE ESCAPES HOUSEHOLD ITEMS AT 4TH STORY BALCONY AT BUILDING FRONT AT FIRE ESCAPE","08/22/2025","2","NOV SENT OUT","08/22/2025","Original","Open","N","40.754411","-73.928187","1","26","55","4009479","4006340007","Queensbridge-Ravenswood-Dutch Kills"
"9142961","416761","403320","4","QUEENS","31-40","31-40","31-40","30 STREET","7940","11106","A3","1","588","57","B","10/03/2011","10/05/2011","11/24/2011","11/10/2011",,,"11/22/2011","508","4270141","§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR WALLS AND CEILING IN THE 2nd ROOM FROM NORTH LOCATED AT APT A3, 1st STORY, 2nd APARTMENT FROM WEST AT NORTH","10/06/2011","21","NOT COMPLIED WITH","05/19/2026","Original","Open","N","40.763711","-73.925091","1","22","75","4007495","4005880057","Astoria (Central)"
"17038029","662527","919276","4","QUEENS","218-36","218-36","218-36","HEMPSTEAD AVENUE","49190","11429","2","2","11106","59","B","06/11/2024","06/12/2024","08/01/2024","07/18/2024",,,,"868","9203684","HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 2, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST","06/13/2024","2","NOV SENT OUT","06/13/2024","Original","Open","N","40.713637","-73.736974","13","27","540","4239328","4111060059","Queens Village"
"17038039","662527","919276","4","QUEENS","218-36","218-36","218-36","HEMPSTEAD AVENUE","49190","11429","1","2","11106","59","B","06/11/2024","06/12/2024","08/01/2024","07/18/2024",,,,"808","9203683","§ 27-2005 ADMIN. CODE: REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN UNIFORM COLOR ALL WALLS AND CEILING IN THE ENTIRE APARTMENT LOCATED AT APT 1, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH","06/13/2024","2","NOV SENT OUT","06/13/2024","Original","Open","N","40.713637","-73.736974","13","27","540","4239328","4111060059","Queens Village"
"14018117","417798","407082","4","QUEENS","23-30","23-30","23-30","31 ROAD","8090","11106","1C","3","568","31","B","02/07/2021","02/10/2021","04/01/2021","03/18/2021",,,,"501","7086802","§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE SECOND WINDOW FROM WEST AT NORTH, LOWER SASH, COUNTER BALANCE IN THE 1st ROOM FROM NORTH AT WEST LOCATED AT APT 1C, 3rd STORY, 2nd APARTMENT FROM WEST AT NORTH","02/11/2021","21","NOT COMPLIED WITH","05/24/2023","Original","Open","N","40.765780","-73.928803","1","22","75","4006621","4005680031","Astoria (Central)"
"17049721","417142","411391","4","QUEENS","23-52","23-52","23-52","31 AVENUE","7990","11106",,"1","569","50","C","06/14/2024","06/14/2024","06/30/2024","06/23/2024",,,,"672","9208008","§ 27-2033 ADM CODE PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM DOOR LOCK AT BOILER ROOM, 1st STORY","06/17/2024","2","NOV SENT OUT","06/17/2024","Original","Open","N","40.766529","-73.928174","1","22","75","4006663","4005690050","Astoria (Central)"
"17053312","416917","410895","4","QUEENS","36-29","36-29","36-29","30 STREET","7940","11106","2F","2","599","19","B","06/17/2024","06/18/2024","08/08/2024","07/25/2024",,,,"1503","9212230","§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 2F, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST","06/20/2024","2","NOV SENT OUT","06/20/2024","Original","Open","N","40.756408","-73.930986","1","26","51","4007854","4005990019","Queensbridge-Ravenswood-Dutch Kills"
"16515131","421777","407747","4","QUEENS","32-20","32-20","32-20","34 STREET","8540","11106",,"0","621","44","A","12/12/2023","12/12/2023","03/31/2024","03/17/2024",,,,"1501","8845586","§ 27-2046.1 HMC: POST A PROPER NOTICE OF CARBON MONOXIDE DETECTING DEVICE REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, IN A COMMON AREA OF A CLASS A MULTIPLE DWELLING NEAR INSPECTION CERTIFICATE OR PROVIDE NOTICE TO TENANTS IN A PRIVATE DWELLING.","12/13/2023","2","NOV SENT OUT","12/13/2023","Original","Open","N","40.760479","-73.923308","1","22","59","4008774","4006210044","Astoria (Central)"
"16515132","421777","407747","4","QUEENS","32-20","32-20","32-20","34 STREET","8540","11106",,"0","621","44","A","12/12/2023","12/12/2023","03/31/2024","03/17/2024",,,,"1506","8845586","§ 27-2005 HMC: POST, IN A FORM APPROVED BY THE COMMISSIONER, AND MAINTAIN A NOTICE IN A COMMON AREA OF THE BUILDING REGARDING THE PROCEDURES THAT SHOULD BE FOLLOWED WHEN A GAS LEAK IS SUSPECTED","12/13/2023","2","NOV SENT OUT","12/13/2023","Original","Open","N","40.760479","-73.923308","1","22","59","4008774","4006210044","Astoria (Central)"
"16739822","415711","414255","4","QUEENS","35-48","35-48","35-48","29 STREET","7740","11106",,"0","340","43","B","03/10/2024","03/12/2024","05/01/2024","04/17/2024",,,,"538","8985216","§ 27-2005, 2007 ADM CODE REMOVE ALL ENCUMBRANCES CONSISTING OF HOUSEHOLD ITEM 2ND STORY PUBLIC HALL AT PUBLIC HALL","03/13/2024","2","NOV SENT OUT","03/13/2024","Original","Open","Y","40.758123","-73.930725","1","26","53","4004093","4003400043","Astoria (Central)"
"16882130","415718","400142","4","QUEENS","36-05","36-01","36-05","29 STREET","7740","11106",,"1","342","18","B","04/17/2024","04/17/2024","06/06/2024","05/23/2024",,,,"501","9118837","§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE LATCH ASSEMBLY AT DOOR AT COMPACTOR CLOSET, 1st STORY","04/18/2024","2","NOV SENT OUT","04/18/2024","Original","Open","N","40.757059","-73.931559","1","26","51","4004139","4003420018","Queensbridge-Ravenswood-Dutch Kills"
"16743930","415609","402764","4","QUEENS","33-18","33-18","33-18","29 STREET","7740","11106",,"4","582","7","A","03/14/2024","03/15/2024","07/05/2024","06/21/2024",,,,"502","8992230","§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE FIRE RETARDANT MATERIAL AT CEILING AT BULKHEAD , 4th STORY","03/18/2024","2","NOV SENT OUT","03/18/2024","Original","Open","N","40.761635","-73.927880","1","22","53","4007211","4005820007","Astoria (Central)"
"16743931","415609","402764","4","QUEENS","33-18","33-18","33-18","29 STREET","7740","11106",,"4","582","7","B","03/14/2024","03/15/2024","05/06/2024","04/22/2024",,,,"507","8992231","§ 27-2005 ADM CODE REPAIR THE ROOF SO THAT IT WILL NOT LEAK OVER CEILING AT BULKHEAD , 4th STORY","03/18/2024","2","NOV SENT OUT","03/18/2024","Original","Open","Y","40.761635","-73.927880","1","22","53","4007211","4005820007","Astoria (Central)"
"16743933","415609","402764","4","QUEENS","33-18","33-18","33-18","29 STREET","7740","11106",,"0","582","7","A","03/14/2024","03/14/2024","07/02/2024","06/18/2024",,,,"484","8989021","§ 329, M/D LAW AND DEPT. RULES AND REGS. PROVIDE A COMPLETED CERTIFICATE OF INSPECTION VISITS IN A PROPER FRAME AT OR NEAR MAILBOXES, BOTTOM EDGE OF FRAME BETWEEN 48-62 INCHES ABOVE FLOOR MISSING","03/15/2024","2","NOV SENT OUT","03/15/2024","Original","Open","N","40.761635","-73.927880","1","22","53","4007211","4005820007","Astoria (Central)"
"16743935","415609","402764","4","QUEENS","33-18","33-18","33-18","29 STREET","7740","11106",,"1","582","7","A","03/14/2024","03/14/2024","07/02/2024","06/18/2024",,,,"700","8989021","§ 27-2045 ADM CODE POST A PROPER NOTICE OF SMOKE DETECTOR REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, AT OR NEAR THE MAIL BOX MISSING AT PUBLIC HALL, 1st STORY","03/15/2024","2","NOV SENT OUT","03/15/2024","Original","Open","N","40.761635","-73.927880","1","22","53","4007211","4005820007","Astoria (Central)"
"16743932","415609","402764","4","QUEENS","33-18","33-18","33-18","29 STREET","7740","11106",,"4","582","7","A","03/14/2024","03/15/2024","07/05/2024","06/21/2024",,,,"556","8992230","§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT CEILING AT BULKHEAD , 4th STORY","03/18/2024","2","NOV SENT OUT","03/18/2024","Original","Open","N","40.761635","-73.927880","1","22","53","4007211","4005820007","Astoria (Central)"
"16743929","415609","402764","4","QUEENS","33-18","33-18","33-18","29 STREET","7740","11106",,"4","582","7","C","03/14/2024","03/15/2024","04/06/2024","04/01/2024",,,,"530","8992232","§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE REFIT BULKHEAD DOOR , 4th STORY","03/18/2024","2","NOV SENT OUT","03/18/2024","Original","Open","N","40.761635","-73.927880","1","22","53","4007211","4005820007","Astoria (Central)"
"16899975","403294","413830","4","QUEENS","31-25","31-25","31-25","14 STREET","6090","11106","2","2","532","23","B","04/17/2024","04/18/2024","06/07/2024","05/24/2024",,,,"1503","9121635","§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 2, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH","04/19/2024","2","NOV SENT OUT","04/19/2024","Original","Open","N","40.767630","-73.932516","1","22","77","4005856","4005320023","Old Astoria-Hallets Point"
"16525956","418166","409939","4","QUEENS","36-30","36-30","36-30","31 STREET","8140","11106",,"4","599","44","B","12/16/2023","12/20/2023","02/08/2024","01/25/2024",,,,"507","8857527","§ 27-2005 ADM CODE REPAIR THE ROOF SO THAT IT WILL NOT LEAK AT ROOF OVER CEILING AT PUBLIC HALL, 4th STORY","12/21/2023","2","NOV SENT OUT","12/21/2023","Original","Open","Y","40.755999","-73.930236","1","26","51","4007874","4005990044","Queensbridge-Ravenswood-Dutch Kills"
"15943751","864685","432665","4","QUEENS","31-41","31-41","31-41","12 STREET","5790","11106","3","3","519","24","C","04/19/2023","04/23/2023","05/07/2023","04/30/2023",,,,"501","8461316","§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE MIRROR AT MEDICINE CABINET AT SOUTH WALL IN THE 2nd BATHROOM FROM NORTH LOCATED AT APT 3, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST","04/24/2023","2","NOV SENT OUT","04/24/2023","Original","Open","N","40.767724","-73.934325","1","22","77","4005774","4005190024","Old Astoria-Hallets Point"
"15992623","417800","420643","4","QUEENS","23-32","23-32","23-32","31 ROAD","8090","11106",,"3","568","32","B","05/15/2023","05/16/2023","07/05/2023","06/21/2023",,,,"538","8489650","§ 27-2005, 2007 ADM CODE REMOVE ALL ENCUMBRANCES CONSISTING OF HOUSEHOLD ARTICLES AT PUBLIC HALL STAIRS, 3rd STORY","05/17/2023","2","NOV SENT OUT","05/17/2023","Original","Open","Y","40.765780","-73.928800","1","22","75","4006622","4005680032","Astoria (Central)"
"15992654","417800","420643","4","QUEENS","23-32","23-32","23-32","31 ROAD","8090","11106",,"1","568","32","A","05/15/2023","05/16/2023","09/03/2023","08/20/2023",,,,"700","8489649","§ 27-2045 ADM CODE POST A PROPER NOTICE OF SMOKE DETECTOR REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, AT OR NEAR THE MAIL BOX MISSING AT PUBLIC HALL, 1st STORY","05/17/2023","2","NOV SENT OUT","05/17/2023","Original","Open","N","40.765780","-73.928800","1","22","75","4006622","4005680032","Astoria (Central)"
"16241235","421762","406815","4","QUEENS","31-68","31-68","31-68","34 STREET","8540","11106",,"3","623","68","B","09/18/2023","09/20/2023","11/09/2023","10/26/2023",,,,"539","8647590","§ 27-2005, 2007 ADM CODE AND DEPT. RULES AND REGULATIONS. REMOVE THE ENCUMBRANCE OBSTRUCTING EGRESS FROM FIRE ESCAPES FLOWER POTS AT BUILDING FRONT AT FIRE ESCAPE, 3rd STORY","09/21/2023","2","NOV SENT OUT","09/21/2023","Original","Open","N","40.761711","-73.922306","1","22","61","4008923","4006230068","Astoria (Central)"
"19111919","417167","400649","4","QUEENS","29-08","29-06","29-08","31 AVENUE","7990","11106","E2","5","588","38","A","07/27/2026","07/28/2026","11/15/2026","11/01/2026",,,,"529","10595567","§ 27-2005 HMC: REFIT ENTRANCE DOOR IN THE BATHROOM LOCATED AT APT E2, 5th STORY, 1st APARTMENT FROM SOUTH AT WEST","07/29/2026","2","NOV SENT OUT","07/29/2026","Original","Open","N","40.764927","-73.924711","1","22","75","4007485","4005880038","Astoria (Central)"
"14606723","417719","924465","4","QUEENS","23-44","23-44","23-44","31 DRIVE","8040","11106","3R","3","567","43","B","10/02/2021","10/03/2021","11/22/2021","11/08/2021",,,,"501","7500433","§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE WINDOW FROM EAST AT SOUTH, UPPER SASH, COUNTER BALANCE IN THE KITCHEN LOCATED AT APT 3R, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST","10/04/2021","21","NOT COMPLIED WITH","10/24/2023","Original","Open","N","40.765168","-73.929295","1","22","75","4430884","4005670043","Astoria (Central)"
"16647237","422949","400643","4","QUEENS","31-18","31-18","31-18","35 STREET","8640","11106","2A","2","624","50","B","02/03/2024","02/04/2024","03/25/2024","03/11/2024",,,"05/02/2024","508","8927458","§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT THE CEILING AND NORTH WALL IN THE BATHROOM LOCATED AT APT 2A, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH","02/05/2024","4","NOV CERTIFIED LATE","05/02/2024","Original","Open","N","40.762174","-73.920826","1","22","61","4008971","4006240050","Astoria (Central)"
"16649018","414650","403704","4","QUEENS","34-30","34-30","34-30","28 STREET","7640","11106","3R","3","583","40","B","02/04/2024","02/04/2024","03/25/2024","03/11/2024",,,,"508","8927442","§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING, NORTH AND WEST WALL IN THE 4th ROOM FROM EAST AT SOUTH LOCATED AT APT 3R, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST","02/05/2024","2","NOV SENT OUT","02/05/2024","Original","Open","N","40.760239","-73.930116","1","22","47","4007278","4005830040","Queensbridge-Ravenswood-Dutch Kills"
"16649019","414650","403704","4","QUEENS","34-30","34-30","34-30","28 STREET","7640","11106","3R","3","583","40","B","02/04/2024","02/04/2024","03/25/2024","03/11/2024",,,,"508","8927442","§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT NORTH WALL IN THE KITCHEN LOCATED AT APT 3R, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST","02/05/2024","2","NOV SENT OUT","02/05/2024","Original","Open","N","40.760239","-73.930116","1","22","47","4007278","4005830040","Queensbridge-Ravenswood-Dutch Kills"
"16649021","414650","403704","4","QUEENS","34-30","34-30","34-30","28 STREET","7640","11106","3R","3","583","40","B","02/04/2024","02/04/2024","03/25/2024","03/11/2024",,,,"1503","8927442","§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 3R, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST","02/05/2024","2","NOV SENT OUT","02/05/2024","Original","Open","N","40.760239","-73.930116","1","22","47","4007278","4005830040","Queensbridge-Ravenswood-Dutch Kills"
"16649028","414650","403704","4","QUEENS","34-30","34-30","34-30","28 STREET","7640","11106",,"1","583","40","A","02/04/2024","02/04/2024","05/24/2024","05/10/2024",,,,"1501","8927441","§ 27-2046.1 HMC: POST A PROPER NOTICE OF CARBON MONOXIDE DETECTING DEVICE REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, IN A COMMON AREA OF A CLASS A MULTIPLE DWELLING NEAR INSPECTION CERTIFICATE OR PROVIDE NOTICE TO TENANTS IN A PRIVATE DWELLING.","02/05/2024","2","NOV SENT OUT","02/05/2024","Original","Open","N","40.760239","-73.930116","1","22","47","4007278","4005830040","Queensbridge-Ravenswood-Dutch Kills"
"16649030","414650","403704","4","QUEENS","34-30","34-30","34-30","28 STREET","7640","11106",,"0","583","40","A","02/04/2024","02/04/2024","05/24/2024","05/10/2024",,,,"500","8927441","§ 26-1103 ADMIN. CODE: POST AND MAINTAIN A PROPER NOTICE ON WALL OF THE ENTRANCE STORY IN ENGLISH AND SPANISH ON THE AVAILABILITY OF THE AGENCYS HOUSING INFORMATION GUIDE. A SAMPLE NOTICE CAN BE FOUND AT WWW.NYC.GOV/HPD. AT PUBLIC HALL","02/05/2024","2","NOV SENT OUT","02/05/2024","Original","Open","N","40.760239","-73.930116","1","22","47","4007278","4005830040","Queensbridge-Ravenswood-Dutch Kills"
"16649031","414650","403704","4","QUEENS","34-30","34-30","34-30","28 STREET","7640","11106",,"0","583","40","A","02/04/2024","02/04/2024","05/24/2024","05/10/2024",,,,"1506","8927441","§ 27-2005 HMC: POST, IN A FORM APPROVED BY THE COMMISSIONER, AND MAINTAIN A NOTICE IN A COMMON AREA OF THE BUILDING REGARDING THE PROCEDURES THAT SHOULD BE FOLLOWED WHEN A GAS LEAK IS SUSPECTED AT PUBLIC HALL","02/05/2024","2","NOV SENT OUT","02/05/2024","Original","Open","N","40.760239","-73.930116","1","22","47","4007278","4005830040","Queensbridge-Ravenswood-Dutch Kills"
